country,date,tot_cases,cumulative_cases,days_elapsed,end_date,end_label
China,2021-09-08,0,5061,595,FALSE,NA
France,2021-09-08,166,115846,550,FALSE,NA
Turkey,2021-09-08,262,58913,535,FALSE,NA
UK,2021-09-08,144,161365,549,FALSE,NA
China,2021-09-09,0,5061,596,FALSE,NA
France,2021-09-09,95,115941,551,FALSE,NA
Turkey,2021-09-09,257,59170,536,FALSE,NA
UK,2021-09-09,180,161545,550,FALSE,NA
China,2021-09-10,0,5061,597,FALSE,NA
France,2021-09-10,108,116049,552,FALSE,NA
Turkey,2021-09-10,214,59384,537,FALSE,NA
UK,2021-09-10,150,161695,551,FALSE,NA
China,2021-09-11,0,5061,598,FALSE,NA
France,2021-09-11,46,116095,553,FALSE,NA
Turkey,2021-09-11,259,59643,538,FALSE,NA
UK,2021-09-11,144,161839,552,FALSE,NA
China,2021-09-12,0,5061,599,FALSE,NA
France,2021-09-12,29,116124,554,FALSE,NA
Turkey,2021-09-12,243,59886,539,FALSE,NA
UK,2021-09-12,141,161980,553,FALSE,NA
China,2021-09-13,2,5063,600,FALSE,NA
France,2021-09-13,121,116245,555,FALSE,NA
Turkey,2021-09-13,231,60117,540,FALSE,NA
UK,2021-09-13,118,162098,554,FALSE,NA
China,2021-09-14,0,5063,601,FALSE,NA
France,2021-09-14,209,116454,556,FALSE,NA
Turkey,2021-09-14,276,60393,541,FALSE,NA
UK,2021-09-14,172,162270,555,FALSE,NA
China,2021-09-15,1,5064,602,FALSE,NA
France,2021-09-15,16,116470,557,FALSE,NA
Turkey,2021-09-15,248,60641,542,FALSE,NA
UK,2021-09-15,169,162439,556,FALSE,NA
China,2021-09-16,0,5064,603,FALSE,NA
France,2021-09-16,41,116511,558,FALSE,NA
Turkey,2021-09-16,262,60903,543,FALSE,NA
UK,2021-09-16,163,162602,557,FALSE,NA
China,2021-09-17,0,5064,604,FALSE,NA
France,2021-09-17,107,116618,559,FALSE,NA
Turkey,2021-09-17,237,61140,544,FALSE,NA
UK,2021-09-17,187,162789,558,FALSE,NA
China,2021-09-18,0,5064,605,FALSE,NA
France,2021-09-18,44,116662,560,FALSE,NA
Turkey,2021-09-18,221,61361,545,FALSE,NA
UK,2021-09-18,137,162926,559,FALSE,NA
China,2021-09-19,0,5064,606,FALSE,NA
France,2021-09-19,34,116696,561,FALSE,NA
Turkey,2021-09-19,213,61574,546,FALSE,NA
UK,2021-09-19,142,163068,560,FALSE,NA
China,2021-09-20,0,5064,607,FALSE,NA
France,2021-09-20,69,116765,562,FALSE,NA
Turkey,2021-09-20,231,61805,547,FALSE,NA
UK,2021-09-20,160,163228,561,FALSE,NA
China,2021-09-21,0,5064,608,FALSE,NA
France,2021-09-21,136,116901,563,FALSE,NA
Turkey,2021-09-21,260,62065,548,FALSE,NA
UK,2021-09-21,140,163368,562,FALSE,NA
China,2021-09-22,1,5065,609,FALSE,NA
France,2021-09-22,80,116981,564,FALSE,NA
Turkey,2021-09-22,242,62307,549,FALSE,NA
UK,2021-09-22,161,163529,563,FALSE,NA
China,2021-09-23,0,5065,610,FALSE,NA
France,2021-09-23,81,117062,565,FALSE,NA
Turkey,2021-09-23,217,62524,550,FALSE,NA
UK,2021-09-23,162,163691,564,FALSE,NA
China,2021-09-24,2,5067,611,FALSE,NA
France,2021-09-24,85,117147,566,FALSE,NA
Turkey,2021-09-24,221,62745,551,FALSE,NA
UK,2021-09-24,141,163832,565,FALSE,NA
China,2021-09-25,1,5068,612,FALSE,NA
France,2021-09-25,10,117157,567,FALSE,NA
Turkey,2021-09-25,193,62938,552,FALSE,NA
UK,2021-09-25,135,163967,566,FALSE,NA
China,2021-09-26,0,5068,613,FALSE,NA
France,2021-09-26,25,117182,568,FALSE,NA
Turkey,2021-09-26,228,63166,553,FALSE,NA
UK,2021-09-26,112,164079,567,FALSE,NA
China,2021-09-27,0,5068,614,FALSE,NA
France,2021-09-27,99,117281,569,FALSE,NA
Turkey,2021-09-27,206,63372,554,FALSE,NA
UK,2021-09-27,126,164205,568,FALSE,NA
China,2021-09-28,0,5068,615,FALSE,NA
France,2021-09-28,67,117348,570,FALSE,NA
Turkey,2021-09-28,239,63611,555,FALSE,NA
UK,2021-09-28,130,164335,569,FALSE,NA
China,2021-09-29,1,5069,616,FALSE,NA
France,2021-09-29,59,117407,571,FALSE,NA
Turkey,2021-09-29,227,63838,556,FALSE,NA
UK,2021-09-29,152,164487,570,FALSE,NA
China,2021-09-30,0,5069,617,FALSE,NA
France,2021-09-30,67,117474,572,FALSE,NA
Turkey,2021-09-30,216,64054,557,FALSE,NA
UK,2021-09-30,129,164616,571,FALSE,NA
China,2021-10-01,0,5069,618,FALSE,NA
France,2021-10-01,61,117535,573,FALSE,NA
Turkey,2021-10-01,210,64264,558,FALSE,NA
UK,2021-10-01,140,164756,572,FALSE,NA
China,2021-10-02,1,5070,619,FALSE,NA
France,2021-10-02,43,117578,574,FALSE,NA
Turkey,2021-10-02,203,64467,559,FALSE,NA
UK,2021-10-02,121,164877,573,FALSE,NA
China,2021-10-03,1,5071,620,FALSE,NA
France,2021-10-03,17,117595,575,FALSE,NA
Turkey,2021-10-03,194,64661,560,FALSE,NA
UK,2021-10-03,107,164984,574,FALSE,NA
China,2021-10-04,0,5071,621,FALSE,NA
France,2021-10-04,62,117657,576,FALSE,NA
Turkey,2021-10-04,248,64909,561,FALSE,NA
UK,2021-10-04,120,165104,575,FALSE,NA
China,2021-10-05,0,5071,622,FALSE,NA
France,2021-10-05,71,117728,577,FALSE,NA
Turkey,2021-10-05,228,65137,562,FALSE,NA
UK,2021-10-05,135,165239,576,FALSE,NA
China,2021-10-06,0,5071,623,FALSE,NA
France,2021-10-06,72,117800,578,FALSE,NA
Turkey,2021-10-06,236,65373,563,FALSE,NA
UK,2021-10-06,119,165358,577,FALSE,NA
China,2021-10-07,0,5071,624,FALSE,NA
France,2021-10-07,46,117846,579,FALSE,NA
Turkey,2021-10-07,217,65590,564,FALSE,NA
UK,2021-10-07,135,165493,578,FALSE,NA
China,2021-10-08,0,5071,625,FALSE,NA
France,2021-10-08,49,117895,580,FALSE,NA
Turkey,2021-10-08,188,65778,565,FALSE,NA
UK,2021-10-08,124,165617,579,FALSE,NA
China,2021-10-09,0,5071,626,FALSE,NA
France,2021-10-09,20,117915,581,FALSE,NA
Turkey,2021-10-09,206,65984,566,FALSE,NA
UK,2021-10-09,121,165738,580,FALSE,NA
China,2021-10-10,1,5072,627,FALSE,NA
France,2021-10-10,12,117927,582,FALSE,NA
Turkey,2021-10-10,196,66180,567,FALSE,NA
UK,2021-10-10,115,165853,581,FALSE,NA
China,2021-10-11,0,5072,628,FALSE,NA
France,2021-10-11,39,117966,583,FALSE,NA
Turkey,2021-10-11,188,66368,568,FALSE,NA
UK,2021-10-11,138,165991,582,FALSE,NA
China,2021-10-12,0,5072,629,FALSE,NA
France,2021-10-12,61,118027,584,FALSE,NA
Turkey,2021-10-12,237,66605,569,FALSE,NA
UK,2021-10-12,139,166130,583,FALSE,NA
China,2021-10-13,0,5072,630,FALSE,NA
France,2021-10-13,53,118080,585,FALSE,NA
Turkey,2021-10-13,236,66841,570,FALSE,NA
UK,2021-10-13,137,166267,584,FALSE,NA
China,2021-10-14,0,5072,631,FALSE,NA
France,2021-10-14,31,118111,586,FALSE,NA
Turkey,2021-10-14,203,67044,571,FALSE,NA
UK,2021-10-14,164,166431,585,FALSE,NA
China,2021-10-15,0,5072,632,FALSE,NA
France,2021-10-15,42,118153,587,FALSE,NA
Turkey,2021-10-15,181,67225,572,FALSE,NA
UK,2021-10-15,143,166574,586,FALSE,NA
China,2021-10-16,2,5074,633,FALSE,NA
France,2021-10-16,20,118173,588,FALSE,NA
Turkey,2021-10-16,212,67437,573,FALSE,NA
UK,2021-10-16,152,166726,587,FALSE,NA
China,2021-10-17,0,5074,634,FALSE,NA
France,2021-10-17,10,118183,589,FALSE,NA
Turkey,2021-10-17,186,67623,574,FALSE,NA
UK,2021-10-17,141,166867,588,FALSE,NA
China,2021-10-18,0,5074,635,FALSE,NA
France,2021-10-18,49,118232,590,FALSE,NA
Turkey,2021-10-18,214,67837,575,FALSE,NA
UK,2021-10-18,139,167006,589,FALSE,NA
China,2021-10-19,1,5075,636,FALSE,NA
France,2021-10-19,40,118272,591,FALSE,NA
Turkey,2021-10-19,223,68060,576,FALSE,NA
UK,2021-10-19,143,167149,590,FALSE,NA
China,2021-10-20,0,5075,637,FALSE,NA
France,2021-10-20,28,118300,592,FALSE,NA
Turkey,2021-10-20,214,68274,577,FALSE,NA
UK,2021-10-20,154,167303,591,FALSE,NA
China,2021-10-21,1,5076,638,FALSE,NA
France,2021-10-21,39,118339,593,FALSE,NA
Turkey,2021-10-21,198,68472,578,FALSE,NA
UK,2021-10-21,168,167471,592,FALSE,NA
China,2021-10-22,1,5077,639,FALSE,NA
France,2021-10-22,34,118373,594,FALSE,NA
Turkey,2021-10-22,228,68700,579,FALSE,NA
UK,2021-10-22,152,167623,593,FALSE,NA
China,2021-10-23,0,5077,640,FALSE,NA
France,2021-10-23,23,118396,595,FALSE,NA
Turkey,2021-10-23,217,68917,580,FALSE,NA
UK,2021-10-23,172,167795,594,FALSE,NA
China,2021-10-24,0,5077,641,FALSE,NA
France,2021-10-24,9,118405,596,FALSE,NA
Turkey,2021-10-24,195,69112,581,FALSE,NA
UK,2021-10-24,167,167962,595,FALSE,NA
China,2021-10-25,0,5077,642,FALSE,NA
France,2021-10-25,47,118452,597,FALSE,NA
Turkey,2021-10-25,232,69344,582,FALSE,NA
UK,2021-10-25,151,168113,596,FALSE,NA
China,2021-10-26,1,5078,643,FALSE,NA
France,2021-10-26,38,118490,598,FALSE,NA
Turkey,2021-10-26,215,69559,583,FALSE,NA
UK,2021-10-26,178,168291,597,FALSE,NA
China,2021-10-27,0,5078,644,FALSE,NA
France,2021-10-27,40,118530,599,FALSE,NA
Turkey,2021-10-27,210,69769,584,FALSE,NA
UK,2021-10-27,179,168470,598,FALSE,NA
China,2021-10-28,0,5078,645,FALSE,NA
France,2021-10-28,31,118561,600,FALSE,NA
Turkey,2021-10-28,229,69998,585,FALSE,NA
UK,2021-10-28,200,168670,599,FALSE,NA
China,2021-10-29,0,5078,646,FALSE,NA
France,2021-10-29,29,118590,601,FALSE,NA
Turkey,2021-10-29,209,70207,586,FALSE,NA
UK,2021-10-29,186,168856,600,FALSE,NA
China,2021-10-30,0,5078,647,FALSE,NA
France,2021-10-30,22,118612,602,FALSE,NA
Turkey,2021-10-30,203,70410,587,FALSE,NA
UK,2021-10-30,164,169020,601,FALSE,NA
China,2021-10-31,1,5079,648,FALSE,NA
France,2021-10-31,13,118625,603,FALSE,NA
Turkey,2021-10-31,201,70611,588,FALSE,NA
UK,2021-10-31,196,169216,602,FALSE,NA
China,2021-11-01,2,5081,649,FALSE,NA
France,2021-11-01,7,118632,604,FALSE,NA
Turkey,2021-11-01,217,70828,589,FALSE,NA
UK,2021-11-01,195,169411,603,FALSE,NA
China,2021-11-02,0,5081,650,FALSE,NA
France,2021-11-02,88,118720,605,FALSE,NA
Turkey,2021-11-02,224,71052,590,FALSE,NA
UK,2021-11-02,165,169576,604,FALSE,NA
China,2021-11-03,0,5081,651,FALSE,NA
France,2021-11-03,38,118758,606,FALSE,NA
Turkey,2021-11-03,246,71298,591,FALSE,NA
UK,2021-11-03,184,169760,605,FALSE,NA
China,2021-11-04,0,5081,652,FALSE,NA
France,2021-11-04,46,118804,607,FALSE,NA
Turkey,2021-11-04,228,71526,592,FALSE,NA
UK,2021-11-04,174,169934,606,FALSE,NA
China,2021-11-05,0,5081,653,FALSE,NA
France,2021-11-05,26,118830,608,FALSE,NA
Turkey,2021-11-05,198,71724,593,FALSE,NA
UK,2021-11-05,166,170100,607,FALSE,NA
China,2021-11-06,1,5082,654,FALSE,NA
France,2021-11-06,25,118855,609,FALSE,NA
Turkey,2021-11-06,203,71927,594,FALSE,NA
UK,2021-11-06,170,170270,608,FALSE,NA
China,2021-11-07,1,5083,655,FALSE,NA
France,2021-11-07,11,118866,610,FALSE,NA
Turkey,2021-11-07,200,72127,595,FALSE,NA
UK,2021-11-07,161,170431,609,FALSE,NA
China,2021-11-08,0,5083,656,FALSE,NA
France,2021-11-08,58,118924,611,FALSE,NA
Turkey,2021-11-08,187,72314,596,FALSE,NA
UK,2021-11-08,161,170592,610,FALSE,NA
China,2021-11-09,0,5083,657,FALSE,NA
France,2021-11-09,46,118970,612,FALSE,NA
Turkey,2021-11-09,196,72510,597,FALSE,NA
UK,2021-11-09,158,170750,611,FALSE,NA
China,2021-11-10,2,5085,658,FALSE,NA
France,2021-11-10,33,119003,613,FALSE,NA
Turkey,2021-11-10,203,72713,598,FALSE,NA
UK,2021-11-10,172,170922,612,FALSE,NA
China,2021-11-11,0,5085,659,FALSE,NA
France,2021-11-11,18,119021,614,FALSE,NA
Turkey,2021-11-11,197,72910,599,FALSE,NA
UK,2021-11-11,162,171084,613,FALSE,NA
China,2021-11-12,1,5086,660,FALSE,NA
France,2021-11-12,48,119069,615,FALSE,NA
Turkey,2021-11-12,217,73127,600,FALSE,NA
UK,2021-11-12,146,171230,614,FALSE,NA
China,2021-11-13,0,5086,661,FALSE,NA
France,2021-11-13,16,119085,616,FALSE,NA
Turkey,2021-11-13,215,73342,601,FALSE,NA
UK,2021-11-13,153,171383,615,FALSE,NA
China,2021-11-14,0,5086,662,FALSE,NA
France,2021-11-14,17,119102,617,FALSE,NA
Turkey,2021-11-14,189,73531,602,FALSE,NA
UK,2021-11-14,133,171516,616,FALSE,NA
China,2021-11-15,0,5086,663,FALSE,NA
France,2021-11-15,75,119177,618,FALSE,NA
Turkey,2021-11-15,215,73746,603,FALSE,NA
UK,2021-11-15,171,171687,617,FALSE,NA
China,2021-11-16,0,5086,664,FALSE,NA
France,2021-11-16,48,119225,619,FALSE,NA
Turkey,2021-11-16,227,73973,604,FALSE,NA
UK,2021-11-16,166,171853,618,FALSE,NA
China,2021-11-17,0,5086,665,FALSE,NA
France,2021-11-17,56,119281,620,FALSE,NA
Turkey,2021-11-17,229,74202,605,FALSE,NA
UK,2021-11-17,127,171980,619,FALSE,NA
China,2021-11-18,0,5086,666,FALSE,NA
France,2021-11-18,52,119333,621,FALSE,NA
Turkey,2021-11-18,226,74428,606,FALSE,NA
UK,2021-11-18,132,172112,620,FALSE,NA
China,2021-11-19,0,5086,667,FALSE,NA
France,2021-11-19,50,119383,622,FALSE,NA
Turkey,2021-11-19,218,74646,607,FALSE,NA
UK,2021-11-19,144,172256,621,FALSE,NA
China,2021-11-20,0,5086,668,FALSE,NA
France,2021-11-20,24,119407,623,FALSE,NA
Turkey,2021-11-20,201,74847,608,FALSE,NA
UK,2021-11-20,143,172399,622,FALSE,NA
China,2021-11-21,0,5086,669,FALSE,NA
France,2021-11-21,17,119424,624,FALSE,NA
Turkey,2021-11-21,195,75042,609,FALSE,NA
UK,2021-11-21,121,172520,623,FALSE,NA
China,2021-11-22,0,5086,670,FALSE,NA
France,2021-11-22,97,119521,625,FALSE,NA
Turkey,2021-11-22,193,75235,610,FALSE,NA
UK,2021-11-22,131,172651,624,FALSE,NA
China,2021-11-23,1,5087,671,FALSE,NA
France,2021-11-23,84,119605,626,FALSE,NA
Turkey,2021-11-23,208,75443,611,FALSE,NA
UK,2021-11-23,150,172801,625,FALSE,NA
China,2021-11-24,1,5088,672,FALSE,NA
France,2021-11-24,81,119686,627,FALSE,NA
Turkey,2021-11-24,175,75618,612,FALSE,NA
UK,2021-11-24,124,172925,626,FALSE,NA
China,2021-11-25,0,5088,673,FALSE,NA
France,2021-11-25,72,119758,628,FALSE,NA
Turkey,2021-11-25,222,75840,613,FALSE,NA
UK,2021-11-25,142,173067,627,FALSE,NA
China,2021-11-26,0,5088,674,FALSE,NA
France,2021-11-26,60,119818,629,FALSE,NA
Turkey,2021-11-26,201,76041,614,FALSE,NA
UK,2021-11-26,132,173199,628,FALSE,NA
China,2021-11-27,0,5088,675,FALSE,NA
France,2021-11-27,32,119850,630,FALSE,NA
Turkey,2021-11-27,192,76233,615,FALSE,NA
UK,2021-11-27,124,173323,629,FALSE,NA
China,2021-11-28,1,5089,676,FALSE,NA
France,2021-11-28,21,119871,631,FALSE,NA
Turkey,2021-11-28,213,76446,616,FALSE,NA
UK,2021-11-28,144,173467,630,FALSE,NA
China,2021-11-29,0,5089,677,FALSE,NA
France,2021-11-29,126,119997,632,FALSE,NA
Turkey,2021-11-29,189,76635,617,FALSE,NA
UK,2021-11-29,144,173611,631,FALSE,NA
China,2021-11-30,0,5089,678,FALSE,NA
France,2021-11-30,115,120112,633,FALSE,NA
Turkey,2021-11-30,207,76842,618,FALSE,NA
UK,2021-11-30,123,173734,632,FALSE,NA
China,2021-12-01,0,5089,679,FALSE,NA
France,2021-12-01,96,120208,634,FALSE,NA
Turkey,2021-12-01,196,77038,619,FALSE,NA
UK,2021-12-01,140,173874,633,FALSE,NA
China,2021-12-02,0,5089,680,FALSE,NA
France,2021-12-02,103,120311,635,FALSE,NA
Turkey,2021-12-02,192,77230,620,FALSE,NA
UK,2021-12-02,124,173998,634,FALSE,NA
China,2021-12-03,0,5089,681,FALSE,NA
France,2021-12-03,129,120440,636,FALSE,NA
Turkey,2021-12-03,187,77417,621,FALSE,NA
UK,2021-12-03,150,174148,635,FALSE,NA
China,2021-12-04,1,5090,682,FALSE,NA
France,2021-12-04,48,120488,637,FALSE,NA
Turkey,2021-12-04,228,77645,622,FALSE,NA
UK,2021-12-04,163,174311,636,FALSE,NA
China,2021-12-05,0,5090,683,FALSE,NA
France,2021-12-05,28,120516,638,FALSE,NA
Turkey,2021-12-05,185,77830,623,FALSE,NA
UK,2021-12-05,117,174428,637,FALSE,NA
China,2021-12-06,0,5090,684,FALSE,NA
France,2021-12-06,195,120711,639,FALSE,NA
Turkey,2021-12-06,187,78017,624,FALSE,NA
UK,2021-12-06,147,174575,638,FALSE,NA
China,2021-12-07,1,5091,685,FALSE,NA
France,2021-12-07,172,120883,640,FALSE,NA
Turkey,2021-12-07,198,78215,625,FALSE,NA
UK,2021-12-07,132,174707,639,FALSE,NA
China,2021-12-08,0,5091,686,FALSE,NA
France,2021-12-08,134,121017,641,FALSE,NA
Turkey,2021-12-08,192,78407,626,FALSE,NA
UK,2021-12-08,134,174841,640,FALSE,NA
China,2021-12-09,0,5091,687,FALSE,NA
France,2021-12-09,136,121153,642,FALSE,NA
Turkey,2021-12-09,195,78602,627,FALSE,NA
UK,2021-12-09,132,174973,641,FALSE,NA
China,2021-12-10,0,5091,688,FALSE,NA
France,2021-12-10,148,121301,643,FALSE,NA
Turkey,2021-12-10,176,78778,628,FALSE,NA
UK,2021-12-10,123,175096,642,FALSE,NA
China,2021-12-11,0,5091,689,FALSE,NA
France,2021-12-11,67,121368,644,FALSE,NA
Turkey,2021-12-11,191,78969,629,FALSE,NA
UK,2021-12-11,109,175205,643,FALSE,NA
China,2021-12-12,0,5091,690,FALSE,NA
France,2021-12-12,48,121416,645,FALSE,NA
Turkey,2021-12-12,182,79151,630,FALSE,NA
UK,2021-12-12,137,175342,644,FALSE,NA
China,2021-12-13,1,5092,691,FALSE,NA
France,2021-12-13,243,121659,646,FALSE,NA
Turkey,2021-12-13,171,79322,631,FALSE,NA
UK,2021-12-13,114,175456,645,FALSE,NA
China,2021-12-14,2,5094,692,FALSE,NA
France,2021-12-14,158,121817,647,FALSE,NA
Turkey,2021-12-14,181,79503,632,FALSE,NA
UK,2021-12-14,152,175608,646,FALSE,NA
China,2021-12-15,1,5095,693,FALSE,NA
France,2021-12-15,151,121968,648,FALSE,NA
Turkey,2021-12-15,193,79696,633,FALSE,NA
UK,2021-12-15,120,175728,647,FALSE,NA
China,2021-12-16,0,5095,694,FALSE,NA
France,2021-12-16,188,122156,649,FALSE,NA
Turkey,2021-12-16,167,79863,634,FALSE,NA
UK,2021-12-16,118,175846,648,FALSE,NA
China,2021-12-17,0,5095,695,FALSE,NA
France,2021-12-17,162,122318,650,FALSE,NA
Turkey,2021-12-17,190,80053,635,FALSE,NA
UK,2021-12-17,131,175977,649,FALSE,NA
China,2021-12-18,0,5095,696,FALSE,NA
France,2021-12-18,85,122403,651,FALSE,NA
Turkey,2021-12-18,191,80244,636,FALSE,NA
UK,2021-12-18,108,176085,650,FALSE,NA
China,2021-12-19,2,5097,697,FALSE,NA
France,2021-12-19,75,122478,652,FALSE,NA
Turkey,2021-12-19,171,80415,637,FALSE,NA
UK,2021-12-19,119,176204,651,FALSE,NA
China,2021-12-20,2,5099,698,FALSE,NA
France,2021-12-20,224,122702,653,FALSE,NA
Turkey,2021-12-20,176,80591,638,FALSE,NA
UK,2021-12-20,137,176341,652,FALSE,NA
China,2021-12-21,1,5100,699,FALSE,NA
France,2021-12-21,229,122931,654,FALSE,NA
Turkey,2021-12-21,187,80778,639,FALSE,NA
UK,2021-12-21,112,176453,653,FALSE,NA
China,2021-12-22,0,5100,700,FALSE,NA
France,2021-12-22,170,123101,655,FALSE,NA
Turkey,2021-12-22,179,80957,640,FALSE,NA
UK,2021-12-22,136,176589,654,FALSE,NA
China,2021-12-23,1,5101,701,FALSE,NA
France,2021-12-23,179,123280,656,FALSE,NA
Turkey,2021-12-23,168,81125,641,FALSE,NA
UK,2021-12-23,139,176728,655,FALSE,NA
China,2021-12-24,0,5101,702,FALSE,NA
France,2021-12-24,167,123447,657,FALSE,NA
Turkey,2021-12-24,133,81258,642,FALSE,NA
UK,2021-12-24,118,176846,656,FALSE,NA
China,2021-12-25,1,5102,703,FALSE,NA
France,2021-12-25,84,123531,658,FALSE,NA
Turkey,2021-12-25,0,81258,643,FALSE,NA
UK,2021-12-25,112,176958,657,FALSE,NA
China,2021-12-26,0,5102,704,FALSE,NA
France,2021-12-26,96,123627,659,FALSE,NA
Turkey,2021-12-26,318,81576,644,FALSE,NA
UK,2021-12-26,115,177073,658,FALSE,NA
China,2021-12-27,0,5102,705,FALSE,NA
France,2021-12-27,256,123883,660,FALSE,NA
Turkey,2021-12-27,157,81733,645,FALSE,NA
UK,2021-12-27,132,177205,659,FALSE,NA
China,2021-12-28,0,5102,706,FALSE,NA
France,2021-12-28,291,124174,661,FALSE,NA
Turkey,2021-12-28,184,81917,646,FALSE,NA
UK,2021-12-28,162,177367,660,FALSE,NA
China,2021-12-29,0,5102,707,FALSE,NA
France,2021-12-29,184,124358,662,FALSE,NA
Turkey,2021-12-29,0,81917,647,FALSE,NA
UK,2021-12-29,132,177499,661,FALSE,NA
China,2021-12-30,1,5103,708,FALSE,NA
France,2021-12-30,182,124540,663,FALSE,NA
Turkey,2021-12-30,281,82198,648,FALSE,NA
UK,2021-12-30,181,177680,662,FALSE,NA
China,2021-12-31,0,5103,709,FALSE,NA
France,2021-12-31,189,124729,664,FALSE,NA
Turkey,2021-12-31,163,82361,649,FALSE,NA
UK,2021-12-31,155,177835,663,FALSE,NA
China,2022-01-01,0,5103,710,FALSE,NA
France,2022-01-01,110,124839,665,FALSE,NA
Turkey,2022-01-01,145,82506,650,FALSE,NA
UK,2022-01-01,176,178011,664,FALSE,NA
China,2022-01-02,0,5103,711,FALSE,NA
France,2022-01-02,91,124930,666,FALSE,NA
Turkey,2022-01-02,129,82635,651,FALSE,NA
UK,2022-01-02,169,178180,665,FALSE,NA
China,2022-01-03,1,5104,712,FALSE,NA
France,2022-01-03,270,125200,667,FALSE,NA
Turkey,2022-01-03,160,82795,652,FALSE,NA
UK,2022-01-03,180,178360,666,FALSE,NA
China,2022-01-04,0,5104,713,FALSE,NA
France,2022-01-04,351,125551,668,FALSE,NA
Turkey,2022-01-04,137,82932,653,FALSE,NA
UK,2022-01-04,204,178564,667,FALSE,NA
China,2022-01-05,0,5104,714,FALSE,NA
France,2022-01-05,246,125797,669,FALSE,NA
Turkey,2022-01-05,143,83075,654,FALSE,NA
UK,2022-01-05,180,178744,668,FALSE,NA
China,2022-01-06,1,5105,715,FALSE,NA
France,2022-01-06,205,126002,670,FALSE,NA
Turkey,2022-01-06,156,83231,655,FALSE,NA
UK,2022-01-06,220,178964,669,FALSE,NA
China,2022-01-07,1,5106,716,FALSE,NA
France,2022-01-07,193,126195,671,FALSE,NA
Turkey,2022-01-07,157,83388,656,FALSE,NA
UK,2022-01-07,226,179190,670,FALSE,NA
China,2022-01-08,1,5107,717,FALSE,NA
France,2022-01-08,142,126337,672,FALSE,NA
Turkey,2022-01-08,141,83529,657,FALSE,NA
UK,2022-01-08,219,179409,671,FALSE,NA
China,2022-01-09,2,5109,718,FALSE,NA
France,2022-01-09,90,126427,673,FALSE,NA
Turkey,2022-01-09,173,83702,658,FALSE,NA
UK,2022-01-09,242,179651,672,FALSE,NA
China,2022-01-10,0,5109,719,FALSE,NA
France,2022-01-10,280,126707,674,FALSE,NA
Turkey,2022-01-10,141,83843,659,FALSE,NA
UK,2022-01-10,242,179893,673,FALSE,NA
China,2022-01-11,2,5111,720,FALSE,NA
France,2022-01-11,341,127048,675,FALSE,NA
Turkey,2022-01-11,137,83980,660,FALSE,NA
UK,2022-01-11,233,180126,674,FALSE,NA
China,2022-01-12,0,5111,721,FALSE,NA
France,2022-01-12,246,127294,676,FALSE,NA
Turkey,2022-01-12,145,84125,661,FALSE,NA
UK,2022-01-12,242,180368,675,FALSE,NA
China,2022-01-13,0,5111,722,FALSE,NA
France,2022-01-13,226,127520,677,FALSE,NA
Turkey,2022-01-13,153,84278,662,FALSE,NA
UK,2022-01-13,242,180610,676,FALSE,NA
China,2022-01-14,1,5112,723,FALSE,NA
France,2022-01-14,191,127711,678,FALSE,NA
Turkey,2022-01-14,0,84278,663,FALSE,NA
UK,2022-01-14,240,180850,677,FALSE,NA
China,2022-01-15,1,5113,724,FALSE,NA
France,2022-01-15,148,127859,679,FALSE,NA
Turkey,2022-01-15,344,84622,664,FALSE,NA
UK,2022-01-15,260,181110,678,FALSE,NA
China,2022-01-16,1,5114,725,FALSE,NA
France,2022-01-16,81,127940,680,FALSE,NA
Turkey,2022-01-16,136,84758,665,FALSE,NA
UK,2022-01-16,256,181366,679,FALSE,NA
China,2022-01-17,0,5114,726,FALSE,NA
France,2022-01-17,314,128254,681,FALSE,NA
Turkey,2022-01-17,162,84920,666,FALSE,NA
UK,2022-01-17,236,181602,680,FALSE,NA
China,2022-01-18,1,5115,727,FALSE,NA
France,2022-01-18,375,128629,682,FALSE,NA
Turkey,2022-01-18,157,85077,667,FALSE,NA
UK,2022-01-18,233,181835,681,FALSE,NA
China,2022-01-19,0,5115,728,FALSE,NA
France,2022-01-19,12,128641,683,FALSE,NA
Turkey,2022-01-19,176,85253,668,FALSE,NA
UK,2022-01-19,222,182057,682,FALSE,NA
China,2022-01-20,1,5116,729,FALSE,NA
France,2022-01-20,464,129105,684,FALSE,NA
Turkey,2022-01-20,166,85419,669,FALSE,NA
UK,2022-01-20,205,182262,683,FALSE,NA
China,2022-01-21,0,5116,730,FALSE,NA
France,2022-01-21,233,129338,685,FALSE,NA
Turkey,2022-01-21,181,85600,670,FALSE,NA
UK,2022-01-21,248,182510,684,FALSE,NA
China,2022-01-22,0,5116,731,FALSE,NA
France,2022-01-22,167,129505,686,FALSE,NA
Turkey,2022-01-22,184,85784,671,FALSE,NA
UK,2022-01-22,221,182731,685,FALSE,NA
China,2022-01-23,0,5116,732,FALSE,NA
France,2022-01-23,115,129620,687,FALSE,NA
Turkey,2022-01-23,185,85969,672,FALSE,NA
UK,2022-01-23,221,182952,686,FALSE,NA
China,2022-01-24,0,5116,733,FALSE,NA
France,2022-01-24,393,130013,688,FALSE,NA
Turkey,2022-01-24,156,86125,673,FALSE,NA
UK,2022-01-24,229,183181,687,FALSE,NA
China,2022-01-25,1,5117,734,FALSE,NA
France,2022-01-25,470,130483,689,FALSE,NA
