country,date,tot_cases,cumulative_cases,days_elapsed,end_date,end_label
France,2020-12-03,324,54230,271,FALSE,NA
Turkey,2020-12-03,187,14316,256,FALSE,NA
UK,2020-12-03,504,79102,270,FALSE,NA
China,2020-12-04,3,4835,317,FALSE,NA
France,2020-12-04,630,54860,272,FALSE,NA
Turkey,2020-12-04,193,14509,257,FALSE,NA
UK,2020-12-04,499,79601,271,FALSE,NA
China,2020-12-05,0,4835,318,FALSE,NA
France,2020-12-05,212,55072,273,FALSE,NA
Turkey,2020-12-05,196,14705,258,FALSE,NA
UK,2020-12-05,407,80008,272,FALSE,NA
China,2020-12-06,0,4835,319,FALSE,NA
France,2020-12-06,174,55246,274,FALSE,NA
Turkey,2020-12-06,195,14900,259,FALSE,NA
UK,2020-12-06,436,80444,273,FALSE,NA
China,2020-12-07,0,4835,320,FALSE,NA
France,2020-12-07,366,55612,275,FALSE,NA
Turkey,2020-12-07,203,15103,260,FALSE,NA
UK,2020-12-07,466,80910,274,FALSE,NA
China,2020-12-08,0,4835,321,FALSE,NA
France,2020-12-08,838,56450,276,FALSE,NA
Turkey,2020-12-08,211,15314,261,FALSE,NA
UK,2020-12-08,472,81382,275,FALSE,NA
China,2020-12-09,2,4837,322,FALSE,NA
France,2020-12-09,297,56747,277,FALSE,NA
Turkey,2020-12-09,217,15531,262,FALSE,NA
UK,2020-12-09,448,81830,276,FALSE,NA
China,2020-12-10,0,4837,323,FALSE,NA
France,2020-12-10,296,57043,278,FALSE,NA
Turkey,2020-12-10,220,15751,263,FALSE,NA
UK,2020-12-10,496,82326,277,FALSE,NA
China,2020-12-11,0,4837,324,FALSE,NA
France,2020-12-11,628,57671,279,FALSE,NA
Turkey,2020-12-11,226,15977,264,FALSE,NA
UK,2020-12-11,491,82817,278,FALSE,NA
China,2020-12-12,1,4838,325,FALSE,NA
France,2020-12-12,193,57864,280,FALSE,NA
Turkey,2020-12-12,222,16199,265,FALSE,NA
UK,2020-12-12,488,83305,279,FALSE,NA
China,2020-12-13,2,4840,326,FALSE,NA
France,2020-12-13,150,58014,281,FALSE,NA
Turkey,2020-12-13,218,16417,266,FALSE,NA
UK,2020-12-13,480,83785,280,FALSE,NA
China,2020-12-14,3,4843,327,FALSE,NA
France,2020-12-14,376,58390,282,FALSE,NA
Turkey,2020-12-14,229,16646,267,FALSE,NA
UK,2020-12-14,507,84292,281,FALSE,NA
China,2020-12-15,3,4846,328,FALSE,NA
France,2020-12-15,791,59181,283,FALSE,NA
Turkey,2020-12-15,235,16881,268,FALSE,NA
UK,2020-12-15,507,84799,282,FALSE,NA
China,2020-12-16,1,4847,329,FALSE,NA
France,2020-12-16,290,59471,284,FALSE,NA
Turkey,2020-12-16,240,17121,269,FALSE,NA
UK,2020-12-16,484,85283,283,FALSE,NA
China,2020-12-17,2,4849,330,FALSE,NA
France,2020-12-17,261,59732,285,FALSE,NA
Turkey,2020-12-17,243,17364,270,FALSE,NA
UK,2020-12-17,567,85850,284,FALSE,NA
China,2020-12-18,4,4853,331,FALSE,NA
France,2020-12-18,612,60344,286,FALSE,NA
Turkey,2020-12-18,246,17610,271,FALSE,NA
UK,2020-12-18,586,86436,285,FALSE,NA
China,2020-12-19,0,4853,332,FALSE,NA
France,2020-12-19,189,60533,287,FALSE,NA
Turkey,2020-12-19,241,17851,272,FALSE,NA
UK,2020-12-19,549,86985,286,FALSE,NA
China,2020-12-20,1,4854,333,FALSE,NA
France,2020-12-20,131,60664,288,FALSE,NA
Turkey,2020-12-20,246,18097,273,FALSE,NA
UK,2020-12-20,554,87539,287,FALSE,NA
China,2020-12-21,3,4857,334,FALSE,NA
France,2020-12-21,354,61018,289,FALSE,NA
Turkey,2020-12-21,254,18351,274,FALSE,NA
UK,2020-12-21,602,88141,288,FALSE,NA
China,2020-12-22,2,4859,335,FALSE,NA
France,2020-12-22,802,61820,290,FALSE,NA
Turkey,2020-12-22,251,18602,275,FALSE,NA
UK,2020-12-22,629,88770,289,FALSE,NA
China,2020-12-23,1,4860,336,FALSE,NA
France,2020-12-23,277,62097,291,FALSE,NA
Turkey,2020-12-23,259,18861,276,FALSE,NA
UK,2020-12-23,631,89401,290,FALSE,NA
China,2020-12-24,2,4862,337,FALSE,NA
France,2020-12-24,291,62388,292,FALSE,NA
Turkey,2020-12-24,254,19115,277,FALSE,NA
UK,2020-12-24,617,90018,291,FALSE,NA
China,2020-12-25,1,4863,338,FALSE,NA
France,2020-12-25,159,62547,293,FALSE,NA
Turkey,2020-12-25,256,19371,278,FALSE,NA
UK,2020-12-25,656,90674,292,FALSE,NA
China,2020-12-26,1,4864,339,FALSE,NA
France,2020-12-26,146,62693,294,FALSE,NA
Turkey,2020-12-26,253,19624,279,FALSE,NA
UK,2020-12-26,694,91368,293,FALSE,NA
China,2020-12-27,1,4865,340,FALSE,NA
France,2020-12-27,173,62866,295,FALSE,NA
Turkey,2020-12-27,254,19878,280,FALSE,NA
UK,2020-12-27,718,92086,294,FALSE,NA
China,2020-12-28,4,4869,341,FALSE,NA
France,2020-12-28,368,63234,296,FALSE,NA
Turkey,2020-12-28,257,20135,281,FALSE,NA
UK,2020-12-28,723,92809,295,FALSE,NA
China,2020-12-29,5,4874,342,FALSE,NA
France,2020-12-29,969,64203,297,FALSE,NA
Turkey,2020-12-29,253,20388,282,FALSE,NA
UK,2020-12-29,713,93522,296,FALSE,NA
China,2020-12-30,3,4877,343,FALSE,NA
France,2020-12-30,304,64507,298,FALSE,NA
Turkey,2020-12-30,254,20642,283,FALSE,NA
UK,2020-12-30,760,94282,297,FALSE,NA
China,2020-12-31,4,4881,344,FALSE,NA
France,2020-12-31,251,64758,299,FALSE,NA
Turkey,2020-12-31,239,20881,284,FALSE,NA
UK,2020-12-31,825,95107,298,FALSE,NA
China,2021-01-01,3,4884,345,FALSE,NA
France,2021-01-01,133,64891,300,FALSE,NA
Turkey,2021-01-01,212,21093,285,FALSE,NA
UK,2021-01-01,810,95917,299,FALSE,NA
China,2021-01-02,2,4886,346,FALSE,NA
France,2021-01-02,156,65047,301,FALSE,NA
Turkey,2021-01-02,202,21295,286,FALSE,NA
UK,2021-01-02,835,96752,300,FALSE,NA
China,2021-01-03,1,4887,347,FALSE,NA
France,2021-01-03,116,65163,302,FALSE,NA
Turkey,2021-01-03,193,21488,287,FALSE,NA
UK,2021-01-03,808,97560,301,FALSE,NA
China,2021-01-04,1,4888,348,FALSE,NA
France,2021-01-04,385,65548,303,FALSE,NA
Turkey,2021-01-04,197,21685,288,FALSE,NA
UK,2021-01-04,896,98456,302,FALSE,NA
China,2021-01-05,2,4890,349,FALSE,NA
France,2021-01-05,868,66416,304,FALSE,NA
Turkey,2021-01-05,194,21879,289,FALSE,NA
UK,2021-01-05,976,99432,303,FALSE,NA
China,2021-01-06,2,4892,350,FALSE,NA
France,2021-01-06,282,66698,305,FALSE,NA
Turkey,2021-01-06,191,22070,290,FALSE,NA
UK,2021-01-06,1018,100450,304,FALSE,NA
China,2021-01-07,3,4895,351,FALSE,NA
France,2021-01-07,276,66974,306,FALSE,NA
Turkey,2021-01-07,194,22264,291,FALSE,NA
UK,2021-01-07,1059,101509,305,FALSE,NA
China,2021-01-08,1,4896,352,FALSE,NA
France,2021-01-08,591,67565,307,FALSE,NA
Turkey,2021-01-08,186,22450,292,FALSE,NA
UK,2021-01-08,1056,102565,306,FALSE,NA
China,2021-01-09,5,4901,353,FALSE,NA
France,2021-01-09,168,67733,308,FALSE,NA
Turkey,2021-01-09,181,22631,293,FALSE,NA
UK,2021-01-09,1096,103661,307,FALSE,NA
China,2021-01-10,2,4903,354,FALSE,NA
France,2021-01-10,151,67884,309,FALSE,NA
Turkey,2021-01-10,176,22807,294,FALSE,NA
UK,2021-01-10,1178,104839,308,FALSE,NA
China,2021-01-11,0,4903,355,FALSE,NA
France,2021-01-11,312,68196,310,FALSE,NA
Turkey,2021-01-11,174,22981,295,FALSE,NA
UK,2021-01-11,1243,106082,309,FALSE,NA
China,2021-01-12,3,4906,356,FALSE,NA
France,2021-01-12,742,68938,311,FALSE,NA
Turkey,2021-01-12,171,23152,296,FALSE,NA
UK,2021-01-12,1321,107403,310,FALSE,NA
China,2021-01-13,6,4912,357,FALSE,NA
France,2021-01-13,229,69167,312,FALSE,NA
Turkey,2021-01-13,173,23325,297,FALSE,NA
UK,2021-01-13,1314,108717,311,FALSE,NA
China,2021-01-14,0,4912,358,FALSE,NA
France,2021-01-14,284,69451,313,FALSE,NA
Turkey,2021-01-14,170,23495,298,FALSE,NA
UK,2021-01-14,1345,110062,312,FALSE,NA
China,2021-01-15,2,4914,359,FALSE,NA
France,2021-01-15,636,70087,314,FALSE,NA
Turkey,2021-01-15,169,23664,299,FALSE,NA
UK,2021-01-15,1330,111392,313,FALSE,NA
China,2021-01-16,5,4919,360,FALSE,NA
France,2021-01-16,193,70280,315,FALSE,NA
Turkey,2021-01-16,168,23832,300,FALSE,NA
UK,2021-01-16,1423,112815,314,FALSE,NA
China,2021-01-17,1,4920,361,FALSE,NA
France,2021-01-17,141,70421,316,FALSE,NA
Turkey,2021-01-17,165,23997,301,FALSE,NA
UK,2021-01-17,1372,114187,315,FALSE,NA
China,2021-01-18,4,4924,362,FALSE,NA
France,2021-01-18,404,70825,317,FALSE,NA
Turkey,2021-01-18,164,24161,302,FALSE,NA
UK,2021-01-18,1404,115591,316,FALSE,NA
China,2021-01-19,4,4928,363,FALSE,NA
France,2021-01-19,656,71481,318,FALSE,NA
Turkey,2021-01-19,167,24328,303,FALSE,NA
UK,2021-01-19,1492,117083,317,FALSE,NA
China,2021-01-20,3,4931,364,FALSE,NA
France,2021-01-20,310,71791,319,FALSE,NA
Turkey,2021-01-20,159,24487,304,FALSE,NA
UK,2021-01-20,1389,118472,318,FALSE,NA
China,2021-01-21,4,4935,365,FALSE,NA
France,2021-01-21,347,72138,320,FALSE,NA
Turkey,2021-01-21,153,24640,305,FALSE,NA
UK,2021-01-21,1356,119828,319,FALSE,NA
China,2021-01-22,1,4936,366,FALSE,NA
France,2021-01-22,649,72787,321,FALSE,NA
Turkey,2021-01-22,149,24789,306,FALSE,NA
UK,2021-01-22,1335,121163,320,FALSE,NA
China,2021-01-23,2,4938,367,FALSE,NA
France,2021-01-23,230,73017,322,FALSE,NA
Turkey,2021-01-23,144,24933,307,FALSE,NA
UK,2021-01-23,1290,122453,321,FALSE,NA
China,2021-01-24,1,4939,368,FALSE,NA
France,2021-01-24,172,73189,323,FALSE,NA
Turkey,2021-01-24,140,25073,308,FALSE,NA
UK,2021-01-24,1241,123694,322,FALSE,NA
China,2021-01-25,4,4943,369,FALSE,NA
France,2021-01-25,446,73635,324,FALSE,NA
Turkey,2021-01-25,137,25210,309,FALSE,NA
UK,2021-01-25,1265,124959,323,FALSE,NA
China,2021-01-26,3,4946,370,FALSE,NA
France,2021-01-26,614,74249,325,FALSE,NA
Turkey,2021-01-26,134,25344,310,FALSE,NA
UK,2021-01-26,1177,126136,324,FALSE,NA
China,2021-01-27,1,4947,371,FALSE,NA
France,2021-01-27,350,74599,326,FALSE,NA
Turkey,2021-01-27,132,25476,311,FALSE,NA
UK,2021-01-27,1233,127369,325,FALSE,NA
China,2021-01-28,3,4950,372,FALSE,NA
France,2021-01-28,344,74943,327,FALSE,NA
Turkey,2021-01-28,129,25605,312,FALSE,NA
UK,2021-01-28,1224,128593,326,FALSE,NA
China,2021-01-29,5,4955,373,FALSE,NA
France,2021-01-29,821,75764,328,FALSE,NA
Turkey,2021-01-29,131,25736,313,FALSE,NA
UK,2021-01-29,1164,129757,327,FALSE,NA
China,2021-01-30,1,4956,374,FALSE,NA
France,2021-01-30,241,76005,329,FALSE,NA
Turkey,2021-01-30,129,25865,314,FALSE,NA
UK,2021-01-30,1028,130785,328,FALSE,NA
China,2021-01-31,4,4960,375,FALSE,NA
France,2021-01-31,195,76200,330,FALSE,NA
Turkey,2021-01-31,128,25993,315,FALSE,NA
UK,2021-01-31,999,131784,329,FALSE,NA
China,2021-02-01,6,4966,376,FALSE,NA
France,2021-02-01,456,76656,331,FALSE,NA
Turkey,2021-02-01,124,26117,316,FALSE,NA
UK,2021-02-01,1008,132792,330,FALSE,NA
China,2021-02-02,2,4968,377,FALSE,NA
France,2021-02-02,726,77382,332,FALSE,NA
Turkey,2021-02-02,120,26237,317,FALSE,NA
UK,2021-02-02,964,133756,331,FALSE,NA
China,2021-02-03,2,4970,378,FALSE,NA
France,2021-02-03,358,77740,333,FALSE,NA
Turkey,2021-02-03,117,26354,318,FALSE,NA
UK,2021-02-03,976,134732,332,FALSE,NA
China,2021-02-04,1,4971,379,FALSE,NA
France,2021-02-04,0,77740,334,FALSE,NA
Turkey,2021-02-04,113,26467,319,FALSE,NA
UK,2021-02-04,827,135559,333,FALSE,NA
China,2021-02-05,5,4976,380,FALSE,NA
France,2021-02-05,1008,78748,335,FALSE,NA
Turkey,2021-02-05,110,26577,320,FALSE,NA
UK,2021-02-05,875,136434,334,FALSE,NA
China,2021-02-06,0,4976,381,FALSE,NA
France,2021-02-06,191,78939,336,FALSE,NA
Turkey,2021-02-06,108,26685,321,FALSE,NA
UK,2021-02-06,787,137221,335,FALSE,NA
China,2021-02-07,1,4977,382,FALSE,NA
France,2021-02-07,171,79110,337,FALSE,NA
Turkey,2021-02-07,112,26797,322,FALSE,NA
UK,2021-02-07,756,137977,336,FALSE,NA
China,2021-02-08,2,4979,383,FALSE,NA
France,2021-02-08,460,79570,338,FALSE,NA
Turkey,2021-02-08,103,26900,323,FALSE,NA
UK,2021-02-08,781,138758,337,FALSE,NA
China,2021-02-09,3,4982,384,FALSE,NA
France,2021-02-09,724,80294,339,FALSE,NA
Turkey,2021-02-09,98,26998,324,FALSE,NA
UK,2021-02-09,723,139481,338,FALSE,NA
China,2021-02-10,2,4984,385,FALSE,NA
France,2021-02-10,296,80590,340,FALSE,NA
Turkey,2021-02-10,95,27093,325,FALSE,NA
UK,2021-02-10,713,140194,339,FALSE,NA
China,2021-02-11,4,4988,386,FALSE,NA
France,2021-02-11,360,80950,341,FALSE,NA
Turkey,2021-02-11,94,27187,326,FALSE,NA
UK,2021-02-11,678,140872,340,FALSE,NA
China,2021-02-12,2,4990,387,FALSE,NA
France,2021-02-12,645,81595,342,FALSE,NA
Turkey,2021-02-12,97,27284,327,FALSE,NA
UK,2021-02-12,637,141509,341,FALSE,NA
China,2021-02-13,1,4991,388,FALSE,NA
France,2021-02-13,199,81794,343,FALSE,NA
Turkey,2021-02-13,93,27377,328,FALSE,NA
UK,2021-02-13,586,142095,342,FALSE,NA
China,2021-02-14,3,4994,389,FALSE,NA
France,2021-02-14,167,81961,344,FALSE,NA
Turkey,2021-02-14,94,27471,329,FALSE,NA
UK,2021-02-14,607,142702,343,FALSE,NA
China,2021-02-15,1,4995,390,FALSE,NA
France,2021-02-15,412,82373,345,FALSE,NA
Turkey,2021-02-15,91,27562,330,FALSE,NA
UK,2021-02-15,618,143320,344,FALSE,NA
China,2021-02-16,1,4996,391,FALSE,NA
France,2021-02-16,587,82960,346,FALSE,NA
Turkey,2021-02-16,90,27652,331,FALSE,NA
UK,2021-02-16,568,143888,345,FALSE,NA
China,2021-02-17,3,4999,392,FALSE,NA
France,2021-02-17,310,83270,347,FALSE,NA
Turkey,2021-02-17,86,27738,332,FALSE,NA
UK,2021-02-17,507,144395,346,FALSE,NA
China,2021-02-18,2,5001,393,FALSE,NA
France,2021-02-18,271,83541,348,FALSE,NA
Turkey,2021-02-18,83,27821,333,FALSE,NA
UK,2021-02-18,522,144917,347,FALSE,NA
China,2021-02-19,0,5001,394,FALSE,NA
France,2021-02-19,572,84113,349,FALSE,NA
Turkey,2021-02-19,82,27903,334,FALSE,NA
UK,2021-02-19,469,145386,348,FALSE,NA
China,2021-02-20,0,5001,395,FALSE,NA
France,2021-02-20,157,84270,350,FALSE,NA
Turkey,2021-02-20,80,27983,335,FALSE,NA
UK,2021-02-20,453,145839,349,FALSE,NA
China,2021-02-21,0,5001,396,FALSE,NA
France,2021-02-21,159,84429,351,FALSE,NA
Turkey,2021-02-21,77,28060,336,FALSE,NA
UK,2021-02-21,413,146252,350,FALSE,NA
China,2021-02-22,1,5002,397,FALSE,NA
France,2021-02-22,334,84763,352,FALSE,NA
Turkey,2021-02-22,78,28138,337,FALSE,NA
UK,2021-02-22,380,146632,351,FALSE,NA
China,2021-02-23,2,5004,398,FALSE,NA
France,2021-02-23,431,85194,353,FALSE,NA
Turkey,2021-02-23,75,28213,338,FALSE,NA
UK,2021-02-23,380,147012,352,FALSE,NA
China,2021-02-24,1,5005,399,FALSE,NA
France,2021-02-24,278,85472,354,FALSE,NA
Turkey,2021-02-24,72,28285,339,FALSE,NA
UK,2021-02-24,367,147379,353,FALSE,NA
China,2021-02-25,1,5006,400,FALSE,NA
France,2021-02-25,261,85733,355,FALSE,NA
Turkey,2021-02-25,73,28358,340,FALSE,NA
UK,2021-02-25,356,147735,354,FALSE,NA
China,2021-02-26,1,5007,401,FALSE,NA
France,2021-02-26,539,86272,356,FALSE,NA
Turkey,2021-02-26,74,28432,341,FALSE,NA
UK,2021-02-26,305,148040,355,FALSE,NA
China,2021-02-27,0,5007,402,FALSE,NA
France,2021-02-27,185,86457,357,FALSE,NA
Turkey,2021-02-27,71,28503,342,FALSE,NA
UK,2021-02-27,309,148349,356,FALSE,NA
China,2021-02-28,2,5009,403,FALSE,NA
France,2021-02-28,122,86579,358,FALSE,NA
Turkey,2021-02-28,66,28569,343,FALSE,NA
UK,2021-02-28,281,148630,357,FALSE,NA
China,2021-03-01,2,5011,404,FALSE,NA
France,2021-03-01,375,86954,359,FALSE,NA
Turkey,2021-03-01,69,28638,344,FALSE,NA
UK,2021-03-01,297,148927,358,FALSE,NA
China,2021-03-02,1,5012,405,FALSE,NA
France,2021-03-02,418,87372,360,FALSE,NA
Turkey,2021-03-02,68,28706,345,FALSE,NA
UK,2021-03-02,244,149171,359,FALSE,NA
China,2021-03-03,0,5012,406,FALSE,NA
France,2021-03-03,322,87694,361,FALSE,NA
Turkey,2021-03-03,65,28771,346,FALSE,NA
UK,2021-03-03,218,149389,360,FALSE,NA
China,2021-03-04,1,5013,407,FALSE,NA
France,2021-03-04,293,87987,362,FALSE,NA
Turkey,2021-03-04,68,28839,347,FALSE,NA
UK,2021-03-04,233,149622,361,FALSE,NA
China,2021-03-05,0,5013,408,FALSE,NA
France,2021-03-05,439,88426,363,FALSE,NA
Turkey,2021-03-05,62,28901,348,FALSE,NA
UK,2021-03-05,222,149844,362,FALSE,NA
China,2021-03-06,2,5015,409,FALSE,NA
France,2021-03-06,170,88596,364,FALSE,NA
Turkey,2021-03-06,64,28965,349,FALSE,NA
UK,2021-03-06,211,150055,363,FALSE,NA
China,2021-03-07,0,5015,410,FALSE,NA
France,2021-03-07,130,88726,365,FALSE,NA
Turkey,2021-03-07,65,29030,350,FALSE,NA
UK,2021-03-07,197,150252,364,FALSE,NA
China,2021-03-08,0,5015,411,FALSE,NA
France,2021-03-08,360,89086,366,FALSE,NA
Turkey,2021-03-08,64,29094,351,FALSE,NA
UK,2021-03-08,197,150449,365,FALSE,NA
China,2021-03-09,1,5016,412,FALSE,NA
France,2021-03-09,368,89454,367,FALSE,NA
Turkey,2021-03-09,66,29160,352,FALSE,NA
UK,2021-03-09,185,150634,366,FALSE,NA
China,2021-03-10,2,5018,413,FALSE,NA
France,2021-03-10,331,89785,368,FALSE,NA
Turkey,2021-03-10,67,29227,353,FALSE,NA
UK,2021-03-10,162,150796,367,FALSE,NA
China,2021-03-11,1,5019,414,FALSE,NA
France,2021-03-11,265,90050,369,FALSE,NA
Turkey,2021-03-11,63,29290,354,FALSE,NA
UK,2021-03-11,173,150969,368,FALSE,NA
China,2021-03-12,0,5019,415,FALSE,NA
France,2021-03-12,223,90273,370,FALSE,NA
Turkey,2021-03-12,66,29356,355,FALSE,NA
UK,2021-03-12,136,151105,369,FALSE,NA
China,2021-03-13,0,5019,416,FALSE,NA
France,2021-03-13,169,90442,371,FALSE,NA
Turkey,2021-03-13,65,29421,356,FALSE,NA
UK,2021-03-13,136,151241,370,FALSE,NA
China,2021-03-14,0,5019,417,FALSE,NA
France,2021-03-14,141,90583,372,FALSE,NA
Turkey,2021-03-14,68,29489,357,FALSE,NA
UK,2021-03-14,138,151379,371,FALSE,NA
China,2021-03-15,0,5019,418,FALSE,NA
France,2021-03-15,333,90916,373,FALSE,NA
Turkey,2021-03-15,63,29552,358,FALSE,NA
UK,2021-03-15,138,151517,372,FALSE,NA
China,2021-03-16,0,5019,419,FALSE,NA
France,2021-03-16,408,91324,374,FALSE,NA
Turkey,2021-03-16,71,29623,359,FALSE,NA
UK,2021-03-16,114,151631,373,FALSE,NA
China,2021-03-17,0,5019,420,FALSE,NA
France,2021-03-17,241,91565,375,FALSE,NA
Turkey,2021-03-17,73,29696,360,FALSE,NA
UK,2021-03-17,127,151758,374,FALSE,NA
China,2021-03-18,0,5019,421,FALSE,NA
France,2021-03-18,268,91833,376,FALSE,NA
Turkey,2021-03-18,81,29777,361,FALSE,NA
UK,2021-03-18,100,151858,375,FALSE,NA
China,2021-03-19,0,5019,422,FALSE,NA
France,2021-03-19,285,92118,377,FALSE,NA
Turkey,2021-03-19,87,29864,362,FALSE,NA
UK,2021-03-19,104,151962,376,FALSE,NA
China,2021-03-20,0,5019,423,FALSE,NA
France,2021-03-20,176,92294,378,FALSE,NA
Turkey,2021-03-20,95,29959,363,FALSE,NA
UK,2021-03-20,100,152062,377,FALSE,NA
China,2021-03-21,0,5019,424,FALSE,NA
France,2021-03-21,139,92433,379,FALSE,NA
Turkey,2021-03-21,102,30061,364,FALSE,NA
UK,2021-03-21,128,152190,378,FALSE,NA
China,2021-03-22,1,5020,425,FALSE,NA
France,2021-03-22,343,92776,380,FALSE,NA
Turkey,2021-03-22,117,30178,365,FALSE,NA
UK,2021-03-22,109,152299,379,FALSE,NA
China,2021-03-23,0,5020,426,FALSE,NA
France,2021-03-23,287,93063,381,FALSE,NA
Turkey,2021-03-23,138,30316,366,FALSE,NA
UK,2021-03-23,94,152393,380,FALSE,NA
China,2021-03-24,1,5021,427,FALSE,NA
France,2021-03-24,246,93309,382,FALSE,NA
Turkey,2021-03-24,146,30462,367,FALSE,NA
UK,2021-03-24,70,152463,381,FALSE,NA
China,2021-03-25,0,5021,428,FALSE,NA
France,2021-03-25,226,93535,383,FALSE,NA
Turkey,2021-03-25,157,30619,368,FALSE,NA
UK,2021-03-25,79,152542,382,FALSE,NA
China,2021-03-26,1,5022,429,FALSE,NA
France,2021-03-26,897,94432,384,FALSE,NA
Turkey,2021-03-26,153,30772,369,FALSE,NA
UK,2021-03-26,76,152618,383,FALSE,NA
China,2021-03-27,0,5022,430,FALSE,NA
France,2021-03-27,191,94623,385,FALSE,NA
Turkey,2021-03-27,151,30923,370,FALSE,NA
UK,2021-03-27,65,152683,384,FALSE,NA
China,2021-03-28,0,5022,431,FALSE,NA
France,2021-03-28,131,94754,386,FALSE,NA
Turkey,2021-03-28,153,31076,371,FALSE,NA
UK,2021-03-28,51,152734,385,FALSE,NA
China,2021-03-29,0,5022,432,FALSE,NA
France,2021-03-29,360,95114,387,FALSE,NA
Turkey,2021-03-29,154,31230,372,FALSE,NA
UK,2021-03-29,71,152805,386,FALSE,NA
China,2021-03-30,0,5022,433,FALSE,NA
France,2021-03-30,381,95495,388,FALSE,NA
Turkey,2021-03-30,155,31385,373,FALSE,NA
UK,2021-03-30,56,152861,387,FALSE,NA
China,2021-03-31,1,5023,434,FALSE,NA
France,2021-03-31,303,95798,389,FALSE,NA
Turkey,2021-03-31,152,31537,374,FALSE,NA
UK,2021-03-31,74,152935,388,FALSE,NA
China,2021-04-01,0,5023,435,FALSE,NA
France,2021-04-01,308,96106,390,FALSE,NA
Turkey,2021-04-01,176,31713,375,FALSE,NA
UK,2021-04-01,63,152998,389,FALSE,NA
China,2021-04-02,0,5023,436,FALSE,NA
France,2021-04-02,332,96438,391,FALSE,NA
Turkey,2021-04-02,179,31892,376,FALSE,NA
UK,2021-04-02,50,153048,390,FALSE,NA
China,2021-04-03,0,5023,437,FALSE,NA
France,2021-04-03,186,96624,392,FALSE,NA
Turkey,2021-04-03,186,32078,377,FALSE,NA
UK,2021-04-03,42,153090,391,FALSE,NA
China,2021-04-04,0,5023,438,FALSE,NA
France,2021-04-04,185,96809,393,FALSE,NA
Turkey,2021-04-04,185,32263,378,FALSE,NA
UK,2021-04-04,53,153143,392,FALSE,NA
China,2021-04-05,0,5023,439,FALSE,NA
France,2021-04-05,197,97006,394,FALSE,NA
Turkey,2021-04-05,193,32456,379,FALSE,NA
UK,2021-04-05,47,153190,393,FALSE,NA
China,2021-04-06,0,5023,440,FALSE,NA
France,2021-04-06,426,97432,395,FALSE,NA
Turkey,2021-04-06,211,32667,380,FALSE,NA
UK,2021-04-06,45,153235,394,FALSE,NA
China,2021-04-07,0,5023,441,FALSE,NA
France,2021-04-07,421,97853,396,FALSE,NA
Turkey,2021-04-07,276,32943,381,FALSE,NA
UK,2021-04-07,45,153280,395,FALSE,NA
China,2021-04-08,1,5024,442,FALSE,NA
France,2021-04-08,343,98196,397,FALSE,NA
Turkey,2021-04-08,258,33201,382,FALSE,NA
UK,2021-04-08,62,153342,396,FALSE,NA
China,2021-04-09,1,5025,443,FALSE,NA
France,2021-04-09,331,98527,398,FALSE,NA
Turkey,2021-04-09,253,33454,383,FALSE,NA
UK,2021-04-09,38,153380,397,FALSE,NA
China,2021-04-10,1,5026,444,FALSE,NA
France,2021-04-10,207,98734,399,FALSE,NA
Turkey,2021-04-10,248,33702,384,FALSE,NA
UK,2021-04-10,43,153423,398,FALSE,NA
China,2021-04-11,0,5026,445,FALSE,NA
France,2021-04-11,176,98910,400,FALSE,NA
Turkey,2021-04-11,237,33939,385,FALSE,NA
UK,2021-04-11,41,153464,399,FALSE,NA
China,2021-04-12,0,5026,446,FALSE,NA
France,2021-04-12,385,99295,401,FALSE,NA
Turkey,2021-04-12,243,34182,386,FALSE,NA
UK,2021-04-12,39,153503,400,FALSE,NA
China,2021-04-13,0,5026,447,FALSE,NA
France,2021-04-13,345,99640,402,FALSE,NA
Turkey,2021-04-13,273,34455,387,FALSE,NA
UK,2021-04-13,47,153550,401,FALSE,NA
China,2021-04-14,2,5028,448,FALSE,NA
France,2021-04-14,297,99937,403,FALSE,NA
Turkey,2021-04-14,279,34734,388,FALSE,NA
UK,2021-04-14,35,153585,402,FALSE,NA
China,2021-04-15,0,5028,449,FALSE,NA
France,2021-04-15,296,100233,404,FALSE,NA
Turkey,2021-04-15,297,35031,389,FALSE,NA
UK,2021-04-15,44,153629,403,FALSE,NA
China,2021-04-16,0,5028,450,FALSE,NA
France,2021-04-16,331,100564,405,FALSE,NA
Turkey,2021-04-16,289,35320,390,FALSE,NA
UK,2021-04-16,32,153661,404,FALSE,NA
China,2021-04-17,1,5029,451,FALSE,NA
France,2021-04-17,189,100753,406,FALSE,NA
Turkey,2021-04-17,288,35608,391,FALSE,NA
UK,2021-04-17,44,153705,405,FALSE,NA
China,2021-04-18,0,5029,452,FALSE,NA
France,2021-04-18,140,100893,407,FALSE,NA
Turkey,2021-04-18,318,35926,392,FALSE,NA
UK,2021-04-18,31,153736,406,FALSE,NA
China,2021-04-19,1,5030,453,FALSE,NA
France,2021-04-19,447,101340,408,FALSE,NA
Turkey,2021-04-19,341,36267,393,FALSE,NA
UK,2021-04-19,25,153761,407,FALSE,NA
China,2021-04-20,0,5030,454,FALSE,NA
France,2021-04-20,388,101728,409,FALSE,NA
Turkey,2021-04-20,346,36613,394,FALSE,NA
UK,2021-04-20,35,153796,408,FALSE,NA
China,2021-04-21,0,5030,455,FALSE,NA
France,2021-04-21,313,102041,410,FALSE,NA
